balance_month,balance_year,product_barcode,total_consumption
7.0,2025.0,UHFERRITE96M76M,0.0
7.0,2025.0,UHFERRTSHTUNCUT,0.0
7.0,2025.0,UHFQCAUTMAC,0.0
7.0,2025.0,UHFSJW10M8M,80066.0
7.0,2025.0,UHFSJW5.6M7M,2548.0
7.0,2025.0,UHFSJW7.5M7M,0.0
7.0,2025.0,UHHDRWHSPRG,0.0
7.0,2025.0,UHHROODAHVR,72309.26
7.0,2025.0,UHHWSS1.8X6-H,160132.0
7.0,2025.0,UHICHANA4124,16347.0
7.0,2025.0,UHICHNRF5284,16347.0
7.0,2025.0,UHICHSTM3117,16347.0
7.0,2025.0,UHICHSTM32G0,40648.0
7.0,2025.0,UHICHTEXLMR6,40648.0
7.0,2025.0,UHICHTEXTLV7,40648.0
7.0,2025.0,UHICHTEXTMP1,40648.0
7.0,2025.0,UHICHTEXTPS2,40648.0
7.0,2025.0,UHICHTEXUCC2,40648.0
7.0,2025.0,UHIGPACRMASS07,0.0
7.0,2025.0,UHIGPACRMASS13,0.0
7.0,2025.0,UHINA219AIDTE,0.0
7.0,2025.0,UHIND2213A156,81296.0
7.0,2025.0,UHINDKYO15NH,16347.0
7.0,2025.0,UHINDMUR1OUH,16347.0
7.0,2025.0,UHKEMC0603C1,0.0
7.0,2025.0,UHLEDWOR812B,40648.0
7.0,2025.0,UHLF9VPICOSM,0.0
7.0,2025.0,UHLUXAGBASE,0.0
7.0,2025.0,UHLUXAGBASES13,0.0
7.0,2025.0,UHLUXAGS12-S14,0.0
7.0,2025.0,UHLUXASBASES13,0.0
7.0,2025.0,UHLUXASCHRGS05,0.0
7.0,2025.0,UHLUXASCHRGS07,0.0
7.0,2025.0,UHLUXASS12-S14,0.0
7.0,2025.0,UHLUXCHTOPS05,0.0
7.0,2025.0,UHLUXCHTOPS06,0.0
7.0,2025.0,UHLUXCHTOPS07,0.0
7.0,2025.0,UHLUXCHTOPS09,0.0
7.0,2025.0,UHLUXCHTOPS10,0.0
7.0,2025.0,UHLUXCHTOPS11,0.0
7.0,2025.0,UHLUXCHTOPS12,0.0
7.0,2025.0,UHLUXCHTOPS13,0.0
7.0,2025.0,UHLUXCHTOPS14,0.0
7.0,2025.0,UHLUXGLUE,0.0
7.0,2025.0,UHLUXMRBASE,0.0
7.0,2025.0,UHLUXRGBASES05,0.0
7.0,2025.0,UHLUXRGBASES06,0.0
7.0,2025.0,UHLUXRGBASES07,0.0
7.0,2025.0,UHLUXRGBASES08,0.0
7.0,2025.0,UHLUXRGBASES09,0.0
7.0,2025.0,UHLUXRGBASES10,0.0
7.0,2025.0,UHLUXRGBASES11,0.0
7.0,2025.0,UHLUXRGBASES12,0.0
7.0,2025.0,UHLUXRGCHRGS08,0.0
7.0,2025.0,UHLUXRGCHRGS10,0.0
7.0,2025.0,UHLUXRGCHRGS11,0.0
7.0,2025.0,UHLUXRGCHRGS12,0.0
7.0,2025.0,UHLUXRGCHRGS13,0.0
7.0,2025.0,UHLUXRGCHRGS14,0.0
7.0,2025.0,UHLUXRGS05-S11,0.0
7.0,2025.0,UHLUXRGS12-S14,0.0
7.0,2025.0,UHLUXRXCS05,0.0
7.0,2025.0,UHLUXRXCS06,0.0
7.0,2025.0,UHLUXRXCS07,0.0
7.0,2025.0,UHLUXRXCS08,0.0
7.0,2025.0,UHLUXRXCS09,0.0
7.0,2025.0,UHLUXRXCS10,0.0
7.0,2025.0,UHLUXRXCS11,0.0
7.0,2025.0,UHLUXRXCS12,0.0
7.0,2025.0,UHLUXRXCS13,0.0
7.0,2025.0,UHLUXRXCS14,0.0
7.0,2025.0,UHLUXYGCHRGS05,0.0
7.0,2025.0,UHLUXYGCHRGS06,0.0
7.0,2025.0,UHLUXYGCHRGS07,0.0
7.0,2025.0,UHLUXYGCHRGS08,0.0
7.0,2025.0,UHLUXYGCHRGS09,0.0
7.0,2025.0,UHLUXYGCHRGS10,0.0
7.0,2025.0,UHLUXYGCHRGS11,0.0
7.0,2025.0,UHLUXYGCHRGS12,0.0
7.0,2025.0,UHLUXYGCHRGS13,0.0
7.0,2025.0,UHLUXYGCHRGS14,0.0
7.0,2025.0,UHM2X5SCREW,0.0
7.0,2025.0,UHMAGCABLE,0.0
7.0,2025.0,UHMIC550433YM,0.0
7.0,2025.0,UHMMSSBUFS05,0.0
7.0,2025.0,UHMMSSBUFS08,0.0
7.0,2025.0,UHMMSSBUFS10,0.0
7.0,2025.0,UHMMTTBUFS05,0.0
7.0,2025.0,UHMMTTBUFS06,0.0
7.0,2025.0,UHMMTTBUFS07,0.0
7.0,2025.0,UHMMTTBUFS08,0.0
7.0,2025.0,UHMMTTBUFS09,0.0
7.0,2025.0,UHMMTTBUFS10,0.0
7.0,2025.0,UHMMTTBUFS11,0.0
7.0,2025.0,UHMMTTMACS07,0.0
7.0,2025.0,UHMMTTMACS08,0.0
7.0,2025.0,UHMMTTMACS10,0.0
7.0,2025.0,UHMMTTMACS11,0.0
7.0,2025.0,UHOODARESINBLK,0.0
7.0,2025.0,UHOPSANA61EF,16347.0
7.0,2025.0,UHOSCECS27MH,40648.0
7.0,2025.0,UHPCBREV1556,1464.0
7.0,2025.0,UHPCBREV15S6,13383.0
7.0,2025.0,UHPCBRXCOS05,215.0
7.0,2025.0,UHPCBRXCOS06,1475.0
7.0,2025.0,UHPCBRXCOS07,3919.0
7.0,2025.0,UHPCBRXCOS08,3068.0
7.0,2025.0,UHPCBRXCOS09,1673.0
7.0,2025.0,UHPCBRXCOS10,689.0
7.0,2025.0,UHPCBRXCOS11,270.0
7.0,2025.0,UHPCBRXCOS12,174.0
7.0,2025.0,UHPCBRXCOS13,0.0
7.0,2025.0,UHPCBRXCOS14,0.0
7.0,2025.0,UHPLASINSS05,0.0
7.0,2025.0,UHPLASIZRS05,24462.0
7.0,2025.0,UHPLASIZRS06,24441.0
7.0,2025.0,UHPLASIZRS07,24415.0
7.0,2025.0,UHPLASIZRS08,24468.0
7.0,2025.0,UHPLASIZRS09,24458.0
7.0,2025.0,UHPLASIZRS10,24433.0
7.0,2025.0,UHPLASIZRS11,24433.0
7.0,2025.0,UHPLASIZRS12,24452.0
7.0,2025.0,UHPLASIZRS13,24453.0
7.0,2025.0,UHPLASIZRS14,24455.0
7.0,2025.0,UHPRINTBATPCB,22732.0
7.0,2025.0,UHR1AIRCVS05,0.0
7.0,2025.0,UHR1AIRCVS06,0.0
7.0,2025.0,UHR1AIRCVS07,0.0
7.0,2025.0,UHR1AIRCVS08,0.0
7.0,2025.0,UHR1AIRCVS09,0.0
7.0,2025.0,UHR1AIRCVS10,0.0
7.0,2025.0,UHR1AIRCVS11,0.0
7.0,2025.0,UHR1AIRCVS12,0.0
7.0,2025.0,UHR1AIRCVS13,0.0
7.0,2025.0,UHR1AIRCVS14,0.0
7.0,2025.0,UHRAREPLATINS07,0.0
7.0,2025.0,UHRAREPLATINS08,0.0
7.0,2025.0,UHRAREPLATINS09,0.0
7.0,2025.0,UHRAREPLATINS10,0.0
7.0,2025.0,UHRAREPLATINS11,0.0
7.0,2025.0,UHRAREPLATINS12,0.0
7.0,2025.0,UHRAREPLATINS13,0.0
7.0,2025.0,UHRARERSG0LDS07,0.0
7.0,2025.0,UHRARERSG0LDS08,0.0
7.0,2025.0,UHRARERSG0LDS10,0.0
7.0,2025.0,UHRARERSG0LDS11,0.0
7.0,2025.0,UHRARERSG0LDS12,0.0
7.0,2025.0,UHRAREYLG0LDS06,0.0
7.0,2025.0,UHRAREYLG0LDS07,0.0
7.0,2025.0,UHRAREYLG0LDS10,0.0
7.0,2025.0,UHRAREYLG0LDS11,0.0
7.0,2025.0,UHRD01UFX7R,10248.0
7.0,2025.0,UHRD01X7S26,2964.0
7.0,2025.0,UHRD0201Q20,0.0
7.0,2025.0,UHRD022UF10,0.0
7.0,2025.0,UHRD0335C1H,0.0
7.0,2025.0,UHRD109ISTR,0.0
7.0,2025.0,UHRD10PINSM,0.0
7.0,2025.0,UHRD1230BNT,0.0
7.0,2025.0,UHRD1447360,0.0
7.0,2025.0,UHRD14VCMP5,0.0
7.0,2025.0,UHRD196AEC2,0.0
7.0,2025.0,UHRD1CIL270,0.0
7.0,2025.0,UHRD1PFX8R9,0.0
7.0,2025.0,UHRD20ATCSF,0.0
7.0,2025.0,UHRD20FA16J,0.0
7.0,2025.0,UHRD2200PF5,0.0
7.0,2025.0,UHRD22UFX51,1464.0
7.0,2025.0,UHRD25COGPF,0.0
7.0,2025.0,UHRD25VDCX8,0.0
7.0,2025.0,UHRD30METCS,0.0
7.0,2025.0,UHRD315575V,0.0
7.0,2025.0,UHRD320CDX2,0.0
7.0,2025.0,UHRD32768E1,0.0
7.0,2025.0,UHRD330AEC2,0.0
7.0,2025.0,UHRD359GREY,0.0
7.0,2025.0,UHRD39NHMA6,0.0
7.0,2025.0,UHRD3DPRINT,0.0
7.0,2025.0,UHRD3N3BT20,0.0
7.0,2025.0,UHRD3PLTRNR,0.0
7.0,2025.0,UHRD40PSTCT,0.0
7.0,2025.0,UHRD472608M,0.0
7.0,2025.0,UHRD47TINFL,0.0
7.0,2025.0,UHRD499RSTR,0.0
7.0,2025.0,UHRD4MMBRAS,0.0
7.0,2025.0,UHRD50FA16D,0.0
7.0,2025.0,UHRD66AUTVE,0.0
7.0,2025.0,UHRD8751001,0.0
7.0,2025.0,UHRD903004B,0.0
7.0,2025.0,UHRDAC0201F,0.0
7.0,2025.0,UHRDACCMTER,0.0
7.0,2025.0,UHRDADHSIVE,0.0
7.0,2025.0,UHRDAECQ200,0.0
7.0,2025.0,UHRDAIRGAAE,0.0
7.0,2025.0,UHRDAIUM392,0.0
7.0,2025.0,UHRDALUM731,0.0
7.0,2025.0,UHRDALUM761,0.0
7.0,2025.0,UHRDALUMHDW,0.0
7.0,2025.0,UHRDALYTHEX,0.0
7.0,2025.0,UHRDAMIC201,0.0
7.0,2025.0,UHRDARSW630,0.0
7.0,2025.0,UHRDARYLCTP,0.0
7.0,2025.0,UHRDAS01508,0.0
7.0,2025.0,UHRDATNAPAD,0.0
7.0,2025.0,UHRDBM29B06,0.0
7.0,2025.0,UHRDBM29B06333,0.0
7.0,2025.0,UHRDBM29B2D,0.0
7.0,2025.0,UHRDBRDTMPE,2964.0
7.0,2025.0,UHRDBTRYAO4,0.0
7.0,2025.0,UHRDC0402TU,0.0
7.0,2025.0,UHRDC1H1R2W,0.0
7.0,2025.0,UHRDCBR04C2,0.0
7.0,2025.0,UHRDCL1SZ10,0.0
7.0,2025.0,UHRDCL1SZ11,0.0
7.0,2025.0,UHRDCL1SZ12,0.0
7.0,2025.0,UHRDCL1SZ13,0.0
7.0,2025.0,UHRDCL1SZ14,0.0
7.0,2025.0,UHRDCLGWRAP,0.0
7.0,2025.0,UHRDCMCTOR7,0.0
7.0,2025.0,UHRDCNL320X,0.0
7.0,2025.0,UHRDCNTSPGH,0.0
7.0,2025.0,UHRDCOGNPO1,0.0
7.0,2025.0,UHRDCRYT32H,0.0
7.0,2025.0,UHRDDOCKBAE,0.0
7.0,2025.0,UHRDDOCKTOP,0.0
7.0,2025.0,UHRDDRV2605,0.0
7.0,2025.0,UHRDE220FML,0.0
7.0,2025.0,UHRDELGOBCK,0.0
7.0,2025.0,UHRDELRWUWB,0.0
7.0,2025.0,UHRDESD7080,0.0
7.0,2025.0,UHRDEVLTION,0.0
7.0,2025.0,UHRDFLHIC64,0.0
7.0,2025.0,UHRDFLHNOR7,0.0
7.0,2025.0,UHRDGLUESTK,0.0
7.0,2025.0,UHRDGNRLTOP,0.0
7.0,2025.0,UHRDGRM225D,1464.0
7.0,2025.0,UHRDGRME15J,0.0
7.0,2025.0,UHRDGRUB410,0.0
7.0,2025.0,UHRDGRUB416,0.0
7.0,2025.0,UHRDHALGNAC,0.0
7.0,2025.0,UHRDHALLSN5,0.0
7.0,2025.0,UHRDHSSTAP4,0.0
7.0,2025.0,UHRDIMUSMEM,0.0
7.0,2025.0,UHRDINDRF15,0.0
7.0,2025.0,UHRDIQC1459,0.0
7.0,2025.0,UHRDLNRSOT5,0.0
7.0,2025.0,UHRDLOCT595,0.0
7.0,2025.0,UHRDMA98357,0.0
7.0,2025.0,UHRDMAX2035,0.0
7.0,2025.0,UHRDMAX8617,0.0
7.0,2025.0,UHRDMAX9835,0.0
7.0,2025.0,UHRDMCP7382,0.0
7.0,2025.0,UHRDMDE1210,0.0
7.0,2025.0,UHRDMFTARY9,0.0
7.0,2025.0,UHRDMICSDBK,0.0
7.0,2025.0,UHRDMJTP117,0.0
7.0,2025.0,UHRDMLCC161,0.0
7.0,2025.0,UHRDMLYRCIP,0.0
7.0,2025.0,UHRDMOLDV22,0.0
7.0,2025.0,UHRDMRE4078,0.0
7.0,2025.0,UHRDMSASE06,1464.0
7.0,2025.0,UHRDMTRC126,0.0
7.0,2025.0,UHRDMTRIGON,0.0
7.0,2025.0,UHRDMTYQ200,0.0
7.0,2025.0,UHRDNRF5340,0.0
7.0,2025.0,UHRDNRFDKBL,0.0
7.0,2025.0,UHRDNSR05F4,0.0
7.0,2025.0,UHRDNTCG063,0.0
7.0,2025.0,UHRDONEPEGP,0.0
7.0,2025.0,UHRDOPLAMT6,0.0
7.0,2025.0,UHRDOQCJIG1,0.0
7.0,2025.0,UHRDP6100SC,0.0
7.0,2025.0,UHRDPCBRUSH,0.0
7.0,2025.0,UHRDPCF8575,0.0
7.0,2025.0,UHRDPINRECL,0.0
7.0,2025.0,UHRDPS1CO10,0.0
7.0,2025.0,UHRDPUTUBE4,0.0
7.0,2025.0,UHRDPWR0603,0.0
7.0,2025.0,UHRDPWRICS1,0.0
7.0,2025.0,UHRDPWRIDTR,0.0
7.0,2025.0,UHRDPZOBURS,0.0
7.0,2025.0,UHRDQCS05AL,0.0
7.0,2025.0,UHRDR0WB01D,0.0
7.0,2025.0,UHRDR150157,0.0
7.0,2025.0,UHRDRCL1SZ6,0.0
7.0,2025.0,UHRDRCL1SZ7,0.0
7.0,2025.0,UHRDRCL1SZ8,0.0
7.0,2025.0,UHRDRCL1SZ9,0.0
7.0,2025.0,UHRDRED624D,0.0
7.0,2025.0,UHRDRFATNNA,0.0
7.0,2025.0,UHRDRPCBSRTI,0.0
7.0,2025.0,UHRDRPCLVRTI,0.0
7.0,2025.0,UHRDRPCMFTTI,0.0
7.0,2025.0,UHRDRPCTMPTI,0.0
7.0,2025.0,UHRDRPL3471,0.0
7.0,2025.0,UHRDRPL3478,0.0
7.0,2025.0,UHRDRPRCANTTDK,0.0
7.0,2025.0,UHRDRR16211,0.0
7.0,2025.0,UHRDRR20CNA,0.0
7.0,2025.0,UHRDRSTR105,0.0
7.0,2025.0,UHRDRT042FR,0.0
7.0,2025.0,UHRDSCNTRPT,0.0
7.0,2025.0,UHRDSELODGE,0.0
7.0,2025.0,UHRDSHDWRE2,0.0
7.0,2025.0,UHRDSILCON6,0.0
7.0,2025.0,UHRDSLICONR,0.0
7.0,2025.0,UHRDSM06BGH,0.0
7.0,2025.0,UHRDSMD0201,11712.0
7.0,2025.0,UHRDSMD0603,0.0
7.0,2025.0,UHRDSMD10MS,0.0
7.0,2025.0,UHRDSMD526,0.0
7.0,2025.0,UHRDSMPSPS,0.0
7.0,2025.0,UHRDSMT8TXS,0.0
7.0,2025.0,UHRDSODERIN,0.0
7.0,2025.0,UHRDSODRGBT,0.0
7.0,2025.0,UHRDSTCKR30,0.0
7.0,2025.0,UHRDSTM32GT,0.0
7.0,2025.0,UHRDSWGVLE5,0.0
7.0,2025.0,UHRDTALETE1,0.0
7.0,2025.0,UHRDTCXOBGA,0.0
7.0,2025.0,UHRDTEMPE26,0.0
7.0,2025.0,UHRDTL2203E,0.0
7.0,2025.0,UHRDTPCLEAN,0.0
7.0,2025.0,UHRDTPS2500,0.0
7.0,2025.0,UHRDTXS018E,0.0
7.0,2025.0,UHRDUNXCELL,0.0
7.0,2025.0,UHRDUSB20CB,0.0
7.0,2025.0,UHRDUSB2ANY,0.0
7.0,2025.0,UHRDUSBCNTR,0.0
7.0,2025.0,UHRDUSDMLR9,0.0
7.0,2025.0,UHRDUWRSTBM,0.0
7.0,2025.0,UHRDUWRSTOP,0.0
7.0,2025.0,UHRDVCNOZZL,0.0
7.0,2025.0,UHRDVCSPLIT,0.0
7.0,2025.0,UHRDVEM3328,0.0
7.0,2025.0,UHRDW25Q128,0.0
7.0,2025.0,UHRDWREBOXD,0.0
7.0,2025.0,UHRDWRLSICF,0.0
7.0,2025.0,UHRDWRSTTST,0.0
7.0,2025.0,UHRDWTHDEIN,0.0
7.0,2025.0,UHRESBOU01BO,26766.0
7.0,2025.0,UHRESNMUR8PF,13383.0
7.0,2025.0,UHRESPAN01KO,32694.0
7.0,2025.0,UHRESPAN1MOH,121944.0
7.0,2025.0,UHRESPAN47KO,84699.0
7.0,2025.0,UHRESSTA10MO,16347.0
7.0,2025.0,UHRESVIS10OH,81296.0
7.0,2025.0,UHRESYAG074O,81296.0
7.0,2025.0,UHRESYAG0OHM,40648.0
7.0,2025.0,UHRESYAG100K,81735.0
7.0,2025.0,UHRESYAG10KO,121944.0
7.0,2025.0,UHRESYAG22KO,81296.0
7.0,2025.0,UHRESYAG22MO,40648.0
7.0,2025.0,UHRESYAG22OH,40648.0
7.0,2025.0,UHRESYAG27KO,40648.0
7.0,2025.0,UHRESYAG47KO,40648.0
7.0,2025.0,UHRESYAG60KO,40648.0
7.0,2025.0,UHRFAJOH24GH,16347.0
7.0,2025.0,UHRGBTR20.5MAH,0.0
7.0,2025.0,UHRGBTR21.5MAH,0.0
7.0,2025.0,UHRGBTR24MAH,8677.0
7.0,2025.0,UHRGBTR32MAH,2806.0
7.0,2025.0,UHRGBTR39MAH,0.0
7.0,2025.0,UHRGOUTTAPS05,0.0
7.0,2025.0,UHRGOUTTAPS06,0.0
7.0,2025.0,UHRGOUTTAPS07,0.0
7.0,2025.0,UHRGOUTTAPS08,0.0
7.0,2025.0,UHRGOUTTAPS09,0.0
7.0,2025.0,UHRGOUTTAPS10,0.0
7.0,2025.0,UHRGOUTTAPS11,0.0
7.0,2025.0,UHRGOUTTAPS12,0.0
7.0,2025.0,UHRING1.61PCBA,1380.0
7.0,2025.0,UHRING1.62PCBA,1224.0
7.0,2025.0,UHRINGAIRREV113S8CNA,0.0
7.0,2025.0,UHRINGCOMPFA,0.0
7.0,2025.0,UHRINGECS320,13383.0
7.0,2025.0,UHRINGPCBA,8879.0
7.0,2025.0,UHROUNDTAPES05,0.0
7.0,2025.0,UHROUNDTAPES06,0.0
7.0,2025.0,UHROUNDTAPES07,0.0
7.0,2025.0,UHROUNDTAPES08,0.0
7.0,2025.0,UHROUNDTAPES09,0.0
7.0,2025.0,UHROUNDTAPES10,0.0
7.0,2025.0,UHROUNDTAPES11,0.0
7.0,2025.0,UHROUNDTAPES12,0.0
7.0,2025.0,UHRPROLEDAS,0.0
7.0,2025.0,UHRPRONRFR7,0.0
7.0,2025.0,UHRSOODAHVR,144387.5
7.0,2025.0,UHSENSMLX36V,13383.0
7.0,2025.0,UHSPACLVLMD,0.0
7.0,2025.0,UHSS6PA41DT,0.0
7.0,2025.0,UHSTCELLOPEN1,0.0
7.0,2025.0,UHSTFACEMASK,0.0
7.0,2025.0,UHSTMASKTAP,0.0
7.0,2025.0,UHSTOHPMARKR,0.0
7.0,2025.0,UHSTPRTONER,0.0
7.0,2025.0,UHSTSTORBOT,0.0
7.0,2025.0,UHSTSTORTOP,0.0
7.0,2025.0,UHSTTW93306,0.0
7.0,2025.0,UHSTWZ93302,0.0
7.0,2025.0,UHSTZPLCK10X14,0.0
7.0,2025.0,UHSWATCHAA,20000.0
7.0,2025.0,UHSWATCHAG,20000.0
7.0,2025.0,UHSWATCHAS,20000.0
7.0,2025.0,UHSWATCHBRG,0.0
7.0,2025.0,UHSWATCHMG,20000.0
7.0,2025.0,UHSWATCHRG,0.0
7.0,2025.0,UHSWATCHRT,20000.0
7.0,2025.0,UHTAPECESTIC,370.0
7.0,2025.0,UHTAPEDC10X8,77866.0
7.0,2025.0,UHTAPES6010X8,0.0
7.0,2025.0,UHTAPS607X145,105140.0
7.0,2025.0,UHTAPS67X125,0.0
7.0,2025.0,UHTAPS69X363,2548.0
7.0,2025.0,UHTDKMLZ1608,0.0
7.0,2025.0,UHTETLV71310,0.0
7.0,2025.0,UHTIJWAABS05,0.0
7.0,2025.0,UHTIJWAABS06,0.0
7.0,2025.0,UHTIJWAABS07,0.0
7.0,2025.0,UHTIJWAABS08,0.0
7.0,2025.0,UHTIJWAABS09,0.0
7.0,2025.0,UHTIJWAABS10,0.0
7.0,2025.0,UHTIJWAABS11,0.0
7.0,2025.0,UHTIJWAABS12,0.0
7.0,2025.0,UHTIJWAABS13,0.0
7.0,2025.0,UHTIJWAABS14,0.0
7.0,2025.0,UHTIJWMGLS05,0.0
7.0,2025.0,UHTIJWMGLS06,0.0
7.0,2025.0,UHTIJWMGLS07,0.0
7.0,2025.0,UHTIJWMGLS08,100.0
7.0,2025.0,UHTIJWMGLS09,50.0
7.0,2025.0,UHTIJWMGLS10,290.0
7.0,2025.0,UHTIJWMGLS11,170.0
7.0,2025.0,UHTIJWMGLS12,0.0
7.0,2025.0,UHTIJWMGLS13,0.0
7.0,2025.0,UHTIJWMGLS14,0.0
7.0,2025.0,UHTIJWRTLS05,5.0
7.0,2025.0,UHTIJWRTLS06,5.0
7.0,2025.0,UHTIJWRTLS07,20.0
7.0,2025.0,UHTIJWRTLS08,0.0
7.0,2025.0,UHTIJWRTLS09,0.0
7.0,2025.0,UHTIJWRTLS10,0.0
7.0,2025.0,UHTIJWRTLS11,20.0
7.0,2025.0,UHTIJWRTLS12,20.0
7.0,2025.0,UHTIJWRTLS13,0.0
7.0,2025.0,UHTIJWRTLS14,0.0
7.0,2025.0,UHTITANTOKEN,0.0
7.0,2025.0,UHTLOSPB470,0.0
7.0,2025.0,UHTRAEPC200V,40648.0
7.0,2025.0,UHTYUMK107BJ,0.0
7.0,2025.0,UHUSB4105GFAN,40648.0
7.0,2025.0,UHUSBCGCT24P,0.0
7.0,2025.0,UHWAWR02X00,0.0
7.0,2025.0,UHYGRC0402JR,0.0
7.0,2025.0,UHYGRC1206JR,0.0
7.0,2025.0,UNICHTEX7A02,16347.0
7.0,2025.0,VLMS1500-GS08,0.0
7.0,2025.0,W25Q128JVPIQ,0.0
7.0,2025.0,[Polishing pads UHCONSPOLPAD,0.0
6.0,2025.0,3M PERFECT IT-EX RUBING COUMPOUND,0.0
6.0,2025.0,FACEMASK,0.0
6.0,2025.0,UH0.2AA05,60.0
6.0,2025.0,UH0.2AA06,161.0
6.0,2025.0,UH0.2AA07,722.0
6.0,2025.0,UH0.2AA08,348.0
6.0,2025.0,UH0.2AA09,396.0
6.0,2025.0,UH0.2AA10,401.0
6.0,2025.0,UH0.2AA11,300.0
6.0,2025.0,UH0.2AA12,3.0
6.0,2025.0,UH0.2AA13,468.0
6.0,2025.0,UH0.2ACRMST05,0.0
6.0,2025.0,UH0.2ACRMST06,0.0
6.0,2025.0,UH0.2ACRMST07,0.0
6.0,2025.0,UH0.2ACRMST08,0.0
6.0,2025.0,UH0.2ACRMST09,0.0
6.0,2025.0,UH0.2ACRMST10,0.0
6.0,2025.0,UH0.2ACRMST11,0.0
6.0,2025.0,UH0.2ACRMST12,0.0
6.0,2025.0,UH0.2ACRMST13,0.0
6.0,2025.0,UH0.2ACRMST14,0.0
6.0,2025.0,UH0.2AG05,425.0
6.0,2025.0,UH0.2AG06,4151.0
6.0,2025.0,UH0.2AG07,10426.0
6.0,2025.0,UH0.2AG08,5287.0
6.0,2025.0,UH0.2AG09,3667.0
6.0,2025.0,UH0.2AG10,901.0
6.0,2025.0,UH0.2AS05,668.0
6.0,2025.0,UH0.2AS06,1676.0
6.0,2025.0,UH0.2AS07,3661.0
6.0,2025.0,UH0.2AS08,3364.0
6.0,2025.0,UH0.2AS09,488.0
6.0,2025.0,UH0.2AS10,120.0
6.0,2025.0,UH0.2AS13,0.0
6.0,2025.0,UH0.2BB05,978.0
6.0,2025.0,UH0.2BB06,509.0
6.0,2025.0,UH0.2BB08,1700.0
6.0,2025.0,UH0.2BB09,3153.0
6.0,2025.0,UH0.2BB10,4470.0
6.0,2025.0,UH0.2BB11,1392.0
6.0,2025.0,UH0.2BB12,657.0
6.0,2025.0,UH0.2BB13,0.0
6.0,2025.0,UH0.2BB14,0.0
6.0,2025.0,UH0.2MACHINS05,685.0
6.0,2025.0,UH0.2MACHINS06,338.0
6.0,2025.0,UH0.2MACHINS07,0.0
6.0,2025.0,UH0.2MACHINS08,1081.0
6.0,2025.0,UH0.2MACHINS09,3306.0
6.0,2025.0,UH0.2MACHINS10,2660.0
6.0,2025.0,UH0.2MACHINS11,1460.0
6.0,2025.0,UH0.2MACHINS12,697.0
6.0,2025.0,UH0.2MACHINS13,487.0
6.0,2025.0,UH0.2MACHINS14,1192.0
6.0,2025.0,UH0.2MG05,0.0
6.0,2025.0,UH0.2MG06,0.0
6.0,2025.0,UH0.2MG08,660.0
6.0,2025.0,UH0.2MG09,360.0
6.0,2025.0,UH0.2MG10,0.0
6.0,2025.0,UH0.2MG11,0.0
6.0,2025.0,UH0.2MG12,0.0
6.0,2025.0,UH0.2MIRROR05,469.0
6.0,2025.0,UH0.2MIRROR06,648.0
6.0,2025.0,UH0.2MIRROR07,555.0
6.0,2025.0,UH0.2MIRROR08,1047.0
6.0,2025.0,UH0.2MIRROR09,587.0
6.0,2025.0,UH0.2MIRROR10,406.0
6.0,2025.0,UH0.2MIRROR11,427.0
6.0,2025.0,UH0.2MIRROR12,50.0
6.0,2025.0,UH0.2MIRROR13,430.0
6.0,2025.0,UH0.2RT09,0.0
6.0,2025.0,UHACCSTM6DSO,61270.0
6.0,2025.0,UHACRPOLMSTS05,0.0
6.0,2025.0,UHACRPOLMSTS06,0.0
6.0,2025.0,UHACRPOLMSTS08,0.0
6.0,2025.0,UHACRPOLMSTS10,0.0
6.0,2025.0,UHACRPOLMSTS12,0.0
6.0,2025.0,UHACRPOLMSTS13,0.0
6.0,2025.0,UHACRPOLMSTS14,0.0
6.0,2025.0,UHAIRBEADBS05,0.0
6.0,2025.0,UHAIRBEADBS06,195.0
6.0,2025.0,UHAIRBEADBS07,494.0
6.0,2025.0,UHAIRBEADBS08,1646.0
6.0,2025.0,UHAIRBEADBS09,1535.0
6.0,2025.0,UHAIRBEADBS10,1962.0
6.0,2025.0,UHAIRBEADBS11,0.0
6.0,2025.0,UHAIRBEADBS12,536.0
6.0,2025.0,UHAIRBOXTOP,0.0
6.0,2025.0,UHAIRG0LDS05,0.0
6.0,2025.0,UHAIRG0LDS06,0.0
6.0,2025.0,UHAIRG0LDS07,0.0
6.0,2025.0,UHAIRG0LDS08,0.0
6.0,2025.0,UHAIRG0LDS09,0.0
6.0,2025.0,UHAIRG0LDS10,0.0
6.0,2025.0,UHAIRG0LDS11,726.0
6.0,2025.0,UHAIRG0LDS12,540.0
6.0,2025.0,UHAIRG0LDS13,420.0
6.0,2025.0,UHAIRG0LDS14,120.0
6.0,2025.0,UHAIRMACSHL05,0.0
6.0,2025.0,UHAIRMACSHL06,375.0
6.0,2025.0,UHAIRMACSHL07,0.0
6.0,2025.0,UHAIRMACSHL08,0.0
6.0,2025.0,UHAIRMACSHL09,1500.0
6.0,2025.0,UHAIRMACSHL10,0.0
6.0,2025.0,UHAIRMACSHL11,0.0
6.0,2025.0,UHAIRMACSHL12,558.0
6.0,2025.0,UHAIRMACSHL13,0.0
6.0,2025.0,UHAIRMACSHL14,0.0
6.0,2025.0,UHAIRMIRSHEL05,0.0
6.0,2025.0,UHAIRMIRSHEL06,988.0
6.0,2025.0,UHAIRMIRSHEL07,0.0
6.0,2025.0,UHAIRMIRSHEL08,1628.0
